TransactionID,Amount,Time,Merchant,Category,Location,CardType,IsInternational,Fraudulent
71,81.0,43081,Apple Store,Clothing,Houston,Amex,0,0
72,1272.81,47627,Starbucks,Gas,Dallas,MasterCard,1,0
73,1577.17,1876,Uber,Travel,Houston,MasterCard,0,0
74,41.33,21273,Walmart,Entertainment,Dallas,Discover,0,0
75,2984.94,63521,Apple Store,Dining,Boston,MasterCard,1,0
76,2803.26,26318,Amazon,Groceries,Houston,Amex,0,0
77,547.19,22804,Uber,Gas,New York,Visa,0,0
78,4991.56,72775,Starbucks,Electronics,Houston,Visa,0,0
79,4614.6,24742,BestBuy,Groceries,Houston,MasterCard,0,0
80,1601.87,14130,Target,Gas,Chicago,MasterCard,0,0
81,3194.08,83043,Starbucks,Dining,Chicago,Discover,0,0
82,2901.81,29563,Starbucks,Gas,Chicago,Amex,0,0
83,250.3,74703,Netflix,Travel,New York,Visa,0,0
84,2107.31,39667,Amazon,Groceries,Los Angeles,MasterCard,0,0
85,3569.35,66714,Target,Subscription,Miami,Discover,0,0
86,4141.99,2042,Netflix,Clothing,Boston,Visa,0,0
87,3355.16,69080,Walmart,Gas,Los Angeles,MasterCard,0,0
88,1975.32,53768,Apple Store,Travel,New York,Amex,0,0
89,3660.34,69713,BestBuy,Travel,Los Angeles,Amex,1,0
90,825.58,65496,Walmart,Subscription,New York,Amex,0,0
91,4805.31,49999,Starbucks,Groceries,New York,MasterCard,0,0
92,776.69,26619,Apple Store,Gas,Houston,Amex,0,0
93,3630.28,42029,Amazon,Entertainment,Miami,Amex,0,0
94,2175.54,48162,Amazon,Dining,Los Angeles,Visa,1,0
95,4649.58,21282,Netflix,Electronics,Boston,Visa,0,0
96,560.8,7806,Starbucks,Groceries,Boston,MasterCard,0,0
97,2297.82,51015,Target,Entertainment,San Francisco,Discover,0,0
98,4742.92,11764,Netflix,Gas,Chicago,Amex,0,0
99,1049.6,73161,eBay,Electronics,Dallas,Visa,0,0
100,1809.7,40700,BestBuy,Subscription,Boston,Amex,0,1
101,668.56,17297,BestBuy,Travel,New York,Amex,0,0
102,3993.46,19358,Netflix,Clothing,Dallas,Visa,1,0
103,1003.47,81625,Netflix,Gas,New York,Discover,0,0
104,244.47,62375,eBay,Subscription,San Francisco,Discover,0,0
105,4592.7,29435,Amazon,Entertainment,Houston,Amex,1,0
106,2032.05,47212,Uber,Clothing,Boston,Visa,1,0
107,4044.58,52637,Apple Store,Subscription,San Francisco,Discover,0,0
108,2664.14,79941,eBay,Groceries,Dallas,Visa,0,0
109,2990.84,24912,BestBuy,Dining,Los Angeles,Visa,1,0
110,4950.41,84482,Starbucks,Clothing,Chicago,MasterCard,0,0
111,1143.93,11143,Target,Clothing,New York,Visa,0,0
112,3816.97,59381,Starbucks,Travel,Miami,Visa,0,0
113,593.19,53370,Amazon,Electronics,Boston,Amex,0,0
114,4617.71,20180,Starbucks,Clothing,Boston,Amex,0,0
115,2722.3,27413,Walmart,Entertainment,San Francisco,MasterCard,0,0
116,295.75,3895,Starbucks,Dining,Boston,Visa,0,0
117,3007.96,53932,Walmart,Subscription,Boston,Amex,0,0
118,4625.62,19418,eBay,Gas,Houston,MasterCard,0,0
119,1263.28,81606,eBay,Groceries,New York,Amex,0,0
120,1479.96,18741,eBay,Subscription,Miami,Discover,0,0
121,3551.38,29363,eBay,Travel,Houston,Discover,0,0
122,923.6,67583,Walmart,Electronics,Dallas,Visa,0,0
123,2911.41,17392,Amazon,Dining,Miami,MasterCard,0,0
124,2567.2,59715,Apple Store,Electronics,New York,Visa,0,0
125,3885.71,23181,eBay,Clothing,Houston,MasterCard,0,0
126,1628.89,35828,Apple Store,Subscription,Houston,Discover,0,0
127,2883.36,61790,Apple Store,Dining,San Francisco,Visa,0,0
128,1934.29,9897,Walmart,Subscription,Los Angeles,MasterCard,0,0
129,2449.43,63868,BestBuy,Dining,Dallas,Visa,0,0
130,3381.58,19648,BestBuy,Gas,Boston,Amex,0,0
131,2028.31,54252,Netflix,Dining,Los Angeles,Discover,0,0
132,3144.45,42363,Starbucks,Groceries,Miami,Discover,0,0
133,4174.06,42701,Amazon,Dining,San Francisco,Amex,0,0
134,3492.25,68196,Starbucks,Electronics,New York,MasterCard,1,0
135,595.47,53425,Netflix,Entertainment,San Francisco,Discover,0,0
136,2894.65,16559,Walmart,Clothing,Los Angeles,MasterCard,1,0
137,75.95,62882,Apple Store,Groceries,San Francisco,MasterCard,0,0
138,2426.15,27698,BestBuy,Dining,New York,Visa,0,0
139,156.72,24051,Target,Gas,Boston,Discover,1,0
140,34.58,16914,Netflix,Gas,Boston,Discover,0,0
141,4201.46,48375,Walmart,Subscription,Chicago,Amex,0,0
142,4311.85,62192,Target,Entertainment,Los Angeles,MasterCard,0,0
143,897.56,40506,Starbucks,Travel,Miami,MasterCard,0,0
144,2441.63,69355,Amazon,Electronics,San Francisco,Discover,0,0
145,2443.12,56702,eBay,Groceries,Houston,Visa,0,0
146,2643.38,12675,Starbucks,Subscription,Los Angeles,Discover,0,0
147,1025.12,62298,Walmart,Subscription,Miami,MasterCard,0,0
148,1873.7,638,Walmart,Subscription,San Francisco,MasterCard,0,0
149,322.62,81400,Starbucks,Groceries,Boston,Discover,0,0
150,1260.89,65208,Amazon,Travel,Dallas,MasterCard,0,0
151,4242.79,80108,Target,Gas,San Francisco,Amex,0,0
152,4714.26,36647,Target,Groceries,Miami,Discover,0,0
153,4904.34,56132,Uber,Electronics,Dallas,Discover,0,0
154,526.04,39908,Amazon,Subscription,San Francisco,Visa,0,0
155,4883.7,66607,Amazon,Subscription,Houston,MasterCard,1,0
156,1130.91,26651,Netflix,Entertainment,San Francisco,MasterCard,0,0
157,4660.73,79809,Target,Gas,Boston,MasterCard,0,0
158,4724.23,7304,Starbucks,Electronics,San Francisco,Discover,0,0
159,4288.22,85484,Uber,Entertainment,Houston,Amex,0,0
160,2429.48,22557,Netflix,Subscription,Los Angeles,Discover,0,0
161,3871.55,19666,Starbucks,Groceries,Miami,Amex,0,0
162,518.49,80025,Starbucks,Electronics,New York,Amex,1,0
163,4289.19,47807,Walmart,Entertainment,Miami,Amex,0,0
164,975.28,62368,BestBuy,Travel,Los Angeles,MasterCard,0,0
165,442.85,70278,Target,Clothing,Boston,Discover,1,0
166,4852.05,53829,eBay,Entertainment,Houston,Discover,1,0
167,2793.89,67201,Walmart,Travel,New York,MasterCard,0,0
168,3743.39,18624,Apple Store,Travel,Boston,MasterCard,0,0
169,923.06,78010,Target,Electronics,Los Angeles,Visa,0,0
170,3180.16,31539,Apple Store,Clothing,Miami,Visa,0,0
171,3485.86,835,Walmart,Electronics,New York,Discover,0,0
172,1722.86,81235,Amazon,Travel,San Francisco,MasterCard,0,0
173,3936.23,24467,Walmart,Clothing,New York,MasterCard,0,0
174,1274.61,7150,eBay,Subscription,San Francisco,Amex,1,0
175,2331.76,34475,eBay,Travel,Los Angeles,Visa,0,0
176,3568.1,29491,Starbucks,Groceries,San Francisco,Amex,0,0
177,1801.88,61765,Starbucks,Dining,Dallas,Amex,0,0
178,2330.03,65583,Apple Store,Electronics,San Francisco,MasterCard,0,0
179,4913.31,33373,eBay,Groceries,Houston,Visa,0,0
180,2035.92,73007,Starbucks,Gas,New York,Visa,0,0
181,3591.23,26342,eBay,Dining,Los Angeles,MasterCard,0,0
182,4304.9,65601,Netflix,Entertainment,Los Angeles,MasterCard,0,0
183,4128.75,40119,Starbucks,Groceries,Chicago,Visa,0,0
184,3403.27,62246,Target,Travel,Boston,Discover,0,0
185,1538.58,27632,Uber,Subscription,Boston,Visa,0,0
186,4833.59,24916,Netflix,Dining,San Francisco,MasterCard,1,0
187,3793.91,32393,Netflix,Travel,Houston,Visa,0,0
188,2302.15,45971,Netflix,Gas,San Francisco,MasterCard,0,0
189,424.75,29941,Netflix,Groceries,Miami,Amex,0,0
190,4865.62,19650,Target,Clothing,New York,Visa,0,0
191,3588.25,33025,Uber,Dining,Los Angeles,Amex,1,0
192,4972.59,222,Amazon,Entertainment,Dallas,Discover,0,0
193,2416.08,15777,Uber,Clothing,Dallas,Amex,0,0
194,1490.73,40769,Netflix,Entertainment,Chicago,Discover,0,0
195,580.69,78065,Netflix,Travel,Boston,Amex,0,0
196,3584.76,30469,Uber,Clothing,San Francisco,MasterCard,0,0
197,4222.07,71095,Target,Subscription,Houston,MasterCard,0,0
198,4573.08,79831,Netflix,Travel,New York,Discover,0,0
199,1112.75,23250,Target,Gas,Chicago,Visa,1,0
200,2688.73,51911,BestBuy,Groceries,Los Angeles,Amex,1,0
201,4985.84,59322,Target,Dining,Dallas,Visa,1,0
202,2590.88,56785,Walmart,Electronics,Los Angeles,Amex,0,0
203,3358.39,51101,Apple Store,Groceries,San Francisco,Amex,0,0
204,4745.74,58174,Uber,Entertainment,Boston,Discover,1,0
205,4817.79,67553,Target,Entertainment,Chicago,Amex,0,0
206,4012.97,66081,eBay,Travel,New York,Amex,0,0
207,4001.56,70119,Target,Electronics,Boston,Amex,0,0
208,3379.91,47865,BestBuy,Electronics,Boston,Amex,0,0
209,2725.38,27029,eBay,Clothing,Los Angeles,Amex,1,0
210,655.81,74721,Netflix,Groceries,San Francisco,Amex,0,0
211,4305.99,31070,Target,Travel,Miami,Visa,0,0
212,3682.81,23814,Starbucks,Groceries,Dallas,Discover,0,0
213,1727.05,39064,Amazon,Entertainment,Dallas,MasterCard,0,0
214,3666.45,77058,Starbucks,Groceries,Houston,MasterCard,0,0
215,3384.02,32397,Amazon,Entertainment,Dallas,Amex,0,0
216,4200.57,31002,Walmart,Groceries,San Francisco,MasterCard,0,0
217,3813.62,81174,Amazon,Gas,Boston,Discover,0,0
218,1074.53,74388,eBay,Subscription,Chicago,Amex,0,0
219,4613.13,78987,Starbucks,Subscription,Chicago,Visa,0,0
220,2397.47,13408,BestBuy,Entertainment,Chicago,Amex,0,1
221,3697.32,48177,Walmart,Dining,Dallas,Visa,0,0
222,656.34,20780,eBay,Groceries,Houston,Amex,0,0
223,664.17,5847,eBay,Subscription,Los Angeles,MasterCard,0,0
224,3111.62,45883,Uber,Travel,Chicago,Discover,0,0
225,1776.24,27404,Walmart,Gas,Chicago,MasterCard,0,0
226,1153.97,20522,Starbucks,Electronics,New York,Visa,0,1
227,1141.7,53083,Walmart,Gas,New York,Visa,0,0
228,1431.99,9702,Netflix,Entertainment,Chicago,MasterCard,0,0
229,104.34,60979,Starbucks,Gas,Dallas,MasterCard,0,1
230,3962.21,73388,Uber,Travel,New York,MasterCard,0,0
231,601.23,83531,Uber,Entertainment,New York,Visa,0,0
232,4811.14,8004,BestBuy,Electronics,Los Angeles,Amex,0,0
233,1943.24,65835,Starbucks,Subscription,Miami,Amex,0,0
234,3629.7,73838,Amazon,Travel,Chicago,MasterCard,0,0
235,3291.22,82133,Uber,Subscription,Dallas,MasterCard,0,0
236,4451.85,3354,Netflix,Entertainment,Los Angeles,Amex,0,0
237,3587.65,76616,eBay,Gas,Dallas,Amex,0,0
238,2248.27,10448,Walmart,Entertainment,Miami,Amex,1,0
239,4110.93,80106,Starbucks,Subscription,Miami,Visa,0,0
240,1674.03,12421,Apple Store,Subscription,San Francisco,MasterCard,1,1
241,518.16,12456,BestBuy,Electronics,Miami,Visa,0,0
242,1894.48,67385,BestBuy,Entertainment,Los Angeles,Discover,0,0
243,4431.57,31187,Uber,Subscription,San Francisco,Discover,0,0
244,2843.31,59531,Walmart,Dining,Chicago,Amex,0,0
245,2517.16,50835,Apple Store,Entertainment,New York,Amex,1,0
246,1854.19,35018,Amazon,Groceries,Dallas,MasterCard,1,0
247,3403.22,59506,Apple Store,Entertainment,San Francisco,Visa,0,0
248,2254.61,35582,BestBuy,Travel,Los Angeles,MasterCard,0,0
249,2188.28,67553,Starbucks,Entertainment,Los Angeles,Amex,0,0
250,4169.83,4384,Amazon,Electronics,San Francisco,Amex,1,0
251,1379.95,7563,Uber,Clothing,Chicago,Amex,0,0
252,4039.44,26791,Uber,Groceries,San Francisco,Visa,0,0
253,3268.6,49746,Netflix,Groceries,Los Angeles,Visa,0,0
254,3020.52,27842,Starbucks,Subscription,Boston,Discover,0,0
255,2548.77,12744,Apple Store,Gas,San Francisco,Amex,1,0
256,4107.83,84488,Amazon,Entertainment,New York,Visa,1,0
257,1494.27,79954,BestBuy,Travel,Los Angeles,Amex,0,0
258,3207.79,40593,BestBuy,Clothing,Los Angeles,MasterCard,1,0
259,2863.01,72471,Starbucks,Subscription,Houston,Discover,0,0
260,4917.16,17851,Walmart,Groceries,Dallas,MasterCard,0,0
261,3991.74,56850,Walmart,Dining,Boston,Discover,0,0
262,1597.34,69683,Apple Store,Travel,Chicago,Amex,0,0
263,2277.85,24386,Walmart,Clothing,Miami,Visa,0,0
264,4833.82,43345,eBay,Dining,Houston,MasterCard,1,0
265,2439.84,6806,Target,Electronics,Houston,Discover,0,0
266,4599.51,83870,Target,Electronics,Chicago,Discover,0,0
267,3751.21,79576,Target,Entertainment,New York,Discover,0,0
268,3166.29,28386,Uber,Clothing,Boston,Amex,0,0
269,3136.19,57889,Target,Travel,San Francisco,Visa,0,0
270,4462.14,79071,Target,Groceries,New York,Discover,0,1
271,1264.68,60419,Target,Electronics,Dallas,Visa,0,0
272,4397.18,2540,Starbucks,Clothing,Chicago,MasterCard,0,0
273,4071.79,74288,Walmart,Entertainment,Miami,Amex,0,1
274,660.35,32550,Amazon,Subscription,New York,Amex,1,0
275,4854.33,47308,Target,Entertainment,New York,Discover,0,0
276,4790.32,32934,Starbucks,Travel,San Francisco,Discover,0,0
277,4528.51,14845,Apple Store,Entertainment,San Francisco,Visa,0,0
278,4074.56,58697,Target,Clothing,New York,Visa,1,0
279,3536.92,27067,BestBuy,Entertainment,Boston,Discover,0,0
280,3335.82,36985,Apple Store,Entertainment,Houston,MasterCard,0,0
281,4511.4,64214,Amazon,Subscription,Chicago,MasterCard,1,0
282,3899.08,57730,Amazon,Subscription,Miami,Amex,1,0
283,438.76,77597,Walmart,Travel,Miami,MasterCard,0,0
284,761.6,60855,eBay,Subscription,Houston,Visa,0,0
285,2549.42,2716,Starbucks,Travel,Los Angeles,MasterCard,1,0
286,3664.4,3157,Starbucks,Dining,Dallas,Visa,0,0
287,1591.6,69508,eBay,Entertainment,Chicago,Discover,0,0
288,2349.26,3238,Apple Store,Electronics,Chicago,MasterCard,0,0
289,3241.59,82294,BestBuy,Travel,Miami,Amex,1,0
290,1100.39,39419,Uber,Subscription,San Francisco,Visa,0,0
291,4858.12,21767,eBay,Subscription,Dallas,Discover,0,0
292,1694.22,56328,Walmart,Subscription,Los Angeles,Visa,0,0
293,2089.87,52325,Apple Store,Electronics,New York,MasterCard,0,0
294,2392.8,26365,Target,Groceries,New York,Amex,0,0
295,4714.53,64849,Amazon,Clothing,Los Angeles,Visa,0,0
296,3439.57,66249,Walmart,Electronics,Boston,Amex,0,0
297,1559.2,65617,Amazon,Entertainment,Boston,Amex,0,0
298,2460.15,16191,Amazon,Clothing,Chicago,Visa,0,0
299,1599.37,61847,Starbucks,Groceries,Los Angeles,Amex,0,0
300,3442.64,30912,eBay,Dining,San Francisco,Amex,0,0
301,4069.13,69531,Netflix,Gas,Miami,MasterCard,0,0
302,882.8,9881,Amazon,Dining,Houston,MasterCard,0,0
303,1265.53,86033,Walmart,Clothing,Miami,Visa,1,0
304,3319.61,42601,Target,Entertainment,Dallas,MasterCard,1,0
305,1199.05,23717,Target,Groceries,Houston,Amex,0,0
306,344.76,36670,BestBuy,Dining,San Francisco,Amex,0,0
307,515.65,78717,Amazon,Gas,San Francisco,MasterCard,1,0
308,2384.62,8369,Target,Electronics,Chicago,Discover,0,0
309,4733.51,32463,Starbucks,Dining,Houston,Amex,0,0
310,2571.65,11284,Netflix,Travel,Dallas,Visa,1,0
311,1117.74,24737,Walmart,Electronics,Dallas,Discover,0,0
312,4696.8,1758,Uber,Electronics,Dallas,Visa,0,0
313,2336.52,44599,Walmart,Entertainment,Dallas,Discover,0,0
314,2562.76,18508,Target,Groceries,New York,Visa,0,0
315,2481.04,33514,Apple Store,Clothing,Boston,MasterCard,0,0
316,2859.56,75988,Starbucks,Clothing,Dallas,Discover,0,0
317,1064.06,28360,Netflix,Subscription,Houston,Visa,0,0
318,2853.25,73149,eBay,Clothing,Houston,Discover,0,0
319,1584.78,53946,Netflix,Gas,Boston,Visa,1,0
320,245.56,56135,Walmart,Gas,Dallas,Discover,0,0
321,1021.18,69549,Uber,Dining,Dallas,Visa,0,0
322,3561.42,35940,Starbucks,Gas,Dallas,Discover,0,0
323,3904.03,44694,Amazon,Travel,Miami,Amex,0,0
324,3697.69,34804,Starbucks,Subscription,Los Angeles,Discover,0,0
325,1665.09,3079,Starbucks,Subscription,New York,Discover,0,0
326,1275.23,85737,Target,Dining,Boston,Discover,0,0
327,1078.42,35022,Amazon,Subscription,Boston,Visa,1,0
328,2979.45,71690,Starbucks,Subscription,New York,MasterCard,0,0
329,4904.32,22125,Walmart,Travel,Houston,Visa,0,0
330,1872.77,47753,Uber,Entertainment,New York,Amex,0,0
331,1417.63,37557,Starbucks,Travel,Houston,MasterCard,0,0
332,4427.38,80986,Apple Store,Entertainment,Chicago,Visa,0,0
333,3438.29,18180,Uber,Dining,Boston,Visa,0,0
334,3938.76,48368,BestBuy,Clothing,Chicago,MasterCard,0,0
335,2204.44,43415,Walmart,Groceries,Dallas,Discover,0,0
336,12.61,24210,BestBuy,Dining,Chicago,Amex,0,0
337,1530.0,61618,BestBuy,Groceries,Houston,Discover,0,0
338,667.91,61680,eBay,Dining,New York,MasterCard,0,0
339,1645.2,39740,Amazon,Electronics,Miami,MasterCard,0,0
340,167.12,48947,Apple Store,Travel,Miami,Visa,1,0
341,1449.99,68285,Netflix,Travel,Houston,Discover,0,0
342,1725.63,46556,Target,Entertainment,Houston,Discover,0,0
343,1222.82,11338,Starbucks,Travel,Los Angeles,Visa,0,0
344,3876.77,27005,Amazon,Clothing,Boston,Amex,1,0
345,3353.37,32084,eBay,Travel,New York,Amex,0,0
346,4102.87,15475,Amazon,Entertainment,Chicago,Discover,0,0
347,237.02,62319,Amazon,Travel,Houston,Visa,0,0
348,2019.91,23688,Uber,Dining,New York,Discover,0,0
349,1737.69,18818,eBay,Dining,Miami,Visa,0,0
350,4076.36,31423,Netflix,Dining,Dallas,Amex,1,0
351,2330.33,56989,Starbucks,Electronics,Miami,Discover,0,0
352,1241.4,55272,BestBuy,Electronics,Dallas,MasterCard,1,0
353,3938.33,70379,Netflix,Gas,Los Angeles,MasterCard,0,0
354,3613.15,50631,Starbucks,Clothing,Boston,Visa,0,0
355,1567.85,82887,Target,Groceries,New York,Visa,0,0
356,1039.03,28031,Starbucks,Clothing,Houston,Amex,0,0
357,1274.9,75154,Target,Subscription,Miami,Visa,0,0
358,3560.17,61056,Starbucks,Entertainment,Chicago,MasterCard,0,0
359,4033.97,52031,Amazon,Groceries,Chicago,Visa,1,0
360,4346.21,25359,Target,Entertainment,Boston,Discover,0,0
361,1074.95,22001,Target,Gas,Boston,Visa,0,0
362,725.51,24593,Starbucks,Entertainment,Houston,Amex,0,0
363,1757.03,59806,Amazon,Clothing,Houston,Visa,0,0
364,1817.73,71781,Uber,Travel,New York,Discover,0,0
365,4262.92,20797,Uber,Subscription,Houston,Discover,0,0
366,3220.52,24710,eBay,Electronics,Boston,Amex,0,0
367,253.66,78127,Apple Store,Groceries,Chicago,MasterCard,0,0
368,4540.82,35588,Uber,Dining,Los Angeles,Amex,0,0
369,323.5,25374,Netflix,Subscription,New York,Visa,0,0
370,1478.76,14662,eBay,Subscription,San Francisco,MasterCard,0,0
371,2174.5,32941,Starbucks,Electronics,Miami,Visa,0,0
372,27.74,82748,BestBuy,Subscription,Los Angeles,Discover,1,0
373,2764.65,82951,Netflix,Travel,New York,Discover,0,0
374,2498.17,31412,Target,Clothing,Los Angeles,Discover,0,0
375,3866.19,47164,Walmart,Electronics,Dallas,Discover,0,0
376,511.77,20855,BestBuy,Travel,Chicago,Visa,0,0
377,242.72,15217,BestBuy,Clothing,Houston,Amex,0,0
378,4587.37,76538,Apple Store,Dining,Houston,Discover,0,0
379,2415.11,33396,BestBuy,Electronics,San Francisco,Amex,0,0
380,1874.08,67873,Target,Subscription,Dallas,Visa,0,0
381,1401.29,4131,Apple Store,Gas,Boston,MasterCard,0,0
382,1963.68,64613,Apple Store,Groceries,Houston,MasterCard,1,0
383,3328.71,72938,Target,Electronics,Dallas,Amex,0,0
384,2895.57,17089,Target,Entertainment,New York,Amex,0,0
385,1507.22,66401,eBay,Clothing,Los Angeles,Discover,0,0
386,3572.44,643,Netflix,Subscription,Dallas,Discover,0,0
387,2960.43,32588,Apple Store,Dining,Chicago,Amex,0,0
388,191.61,26090,BestBuy,Electronics,Dallas,Visa,1,0
389,4959.06,60986,Target,Gas,New York,Discover,0,0
390,1434.4,80476,Uber,Groceries,Los Angeles,MasterCard,0,0
391,632.35,48623,Walmart,Dining,Los Angeles,MasterCard,0,0
392,936.22,10416,Uber,Subscription,Dallas,Visa,0,0
393,4760.7,78302,Amazon,Groceries,New York,Amex,1,0
394,2343.38,71851,eBay,Dining,Miami,MasterCard,0,1
395,113.22,68507,Uber,Clothing,Los Angeles,Discover,0,0
396,311.46,4292,Walmart,Subscription,New York,Discover,0,0
397,2067.04,66035,Amazon,Groceries,Boston,Discover,0,0
398,3207.27,81672,BestBuy,Clothing,Miami,Discover,0,0
399,3576.35,51230,Starbucks,Gas,New York,MasterCard,0,0
400,3369.48,61653,Walmart,Clothing,Houston,Visa,0,0
401,555.35,2007,Target,Subscription,San Francisco,Amex,1,0
402,4895.48,18961,Target,Groceries,Los Angeles,Visa,0,0
403,4813.13,34365,Uber,Entertainment,New York,MasterCard,0,0
404,3605.36,79846,Target,Groceries,Miami,Visa,0,0
405,3947.12,80641,BestBuy,Gas,Los Angeles,Visa,0,0
406,4103.11,16413,Walmart,Clothing,Los Angeles,MasterCard,0,0
407,2435.8,33529,eBay,Clothing,Chicago,Visa,0,0
408,4031.2,18401,Apple Store,Entertainment,San Francisco,MasterCard,1,0
409,2581.56,57979,Amazon,Travel,Miami,Discover,0,0
410,2367.06,46834,Amazon,Entertainment,Dallas,Visa,1,0
411,2201.94,41642,Starbucks,Groceries,New York,MasterCard,1,0
412,1133.6,16151,Starbucks,Dining,San Francisco,MasterCard,1,0
413,4984.73,68831,Uber,Subscription,Miami,Amex,0,0
414,339.83,76080,Target,Entertainment,Los Angeles,Amex,0,0
415,3906.48,28469,Apple Store,Subscription,Dallas,Visa,1,0
416,2855.32,35432,Apple Store,Dining,Boston,Visa,0,0
417,4811.93,56031,eBay,Gas,San Francisco,Amex,0,0
418,2082.85,8836,Apple Store,Gas,New York,Visa,0,0
419,1073.94,62833,Target,Travel,Houston,Visa,1,0
420,4371.68,29558,BestBuy,Gas,Miami,MasterCard,0,0
421,3595.24,7479,Apple Store,Clothing,Chicago,Amex,0,0
422,1801.36,64966,Starbucks,Clothing,Houston,Discover,0,0
423,4913.91,39897,Apple Store,Subscription,Los Angeles,Visa,0,0
424,2036.19,64546,BestBuy,Entertainment,New York,Discover,0,0
425,3103.23,34528,Apple Store,Gas,Miami,Amex,0,0
